,Circuit,contentores,tipo,volume,percentagem,estado,Recolhidos,Fora do Contentor,Uso Comercial,Latitude,Longitude,recolhas,enchimento,litros
225,6,3,Rectangular c/ rodas,800,1.0,Bom,3,Sim,Sim,37.120701,-8.573379,1.0,1.0,2400.0
226,3,1,Contentor semi-enterrado,3000,0.5,Razoável,1,Não,Não,37.138603,-8.541557,1.0,0.5,1500.0
227,6,1,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.121858,-8.567719,1.0,0.75,2250.0
228,3,3,Rectangular c/ rodas,1000,1.0,Razoável,3,Não,Não,37.138356,-8.540313,1.0,1.0,3000.0
229,6,2,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.122613,-8.564974,0.5,0.25,500.0
230,6,1,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Não,37.122409,-8.566523,1.0,1.0,1000.0
231,6,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.121584,-8.570133,1.0,0.5,500.0
232,6,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.121101,-8.571483,1.0,0.5,500.0
233,6,10,Rectangular c/ rodas,800,1.0,Bom,10,Não,Sim,37.12221,-8.57493,1.0,1.0,8000.0
234,6,14,Rectangular c/ rodas,1000,1.0,Razoável,14,Não,Sim,37.12221,-8.57493,1.0,1.0,14000.0
235,3,7,Rectangular c/ rodas,1000,0.75,Razoável,7,Não,Sim,37.137507,-8.538518,1.0,0.75,5250.0
236,6,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.122695,-8.576576,1.0,0.75,750.0
237,6,1,Contentor semi-enterrado,3000,0.25,Bom,0,Não,Não,37.125016,-8.578785,0.0,0.0,0.0
238,6,3,Rectangular c/ rodas,1000,0.25,Razoável,2,Não,Não,37.125037,-8.581398,0.6666666666666666,0.16666666666666666,500.0
239,6,2,Contentor semi-enterrado,3000,0.25,Bom,0,Não,Não,37.127272,-8.583562,0.0,0.0,0.0
240,6,1,Rectangular c/ rodas,1000,0.25,Bom,1,Não,Não,37.128885,-8.587179,1.0,0.25,250.0
241,6,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.128773,-8.588687,1.0,0.75,750.0
242,6,2,Contentor semi-enterrado,3000,0.25,Bom,0,Não,Não,37.128852,-8.591111,0.0,0.0,0.0
243,6,3,Contentor semi-enterrado,1000,1.0,Bom,3,Não,Não,37.128051,-8.590096,1.0,1.0,3000.0
244,6,3,Rectangular c/ rodas,1000,0.5,Razoável,1,Não,Não,37.127833,-8.590322,0.3333333333333333,0.16666666666666666,500.0
245,6,2,Rectangular c/ rodas,1000,1.0,Bom,2,Não,Não,37.127949,-8.591159,1.0,1.0,2000.0
246,6,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.126506,-8.592553,0.5,0.375,2250.0
247,6,2,Rectangular c/ rodas,1000,0.5,Bom,2,Não,Não,37.128272,-8.592309,1.0,0.5,1000.0
248,6,3,Rectangular c/ rodas,1000,0.5,Razoável,1,Não,Não,37.128642,-8.592847,0.3333333333333333,0.16666666666666666,500.0
249,6,4,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.126777,-8.590639,0.25,0.125,500.0
250,6,2,Rectangular c/ rodas,120,1.0,Mau,2,Não,Sim,37.129996,-8.596369,1.0,1.0,240.0
251,6,5,Contentor semi-enterrado,3000,0.75,Razoável,5,Não,Sim,37.129996,-8.596369,1.0,0.75,11250.0
252,6,3,Contentor semi-enterrado,3000,0.75,Razoável,1,Não,Não,37.127863,-8.5954,0.3333333333333333,0.25,2250.0
253,6,1,Rectangular c/ rodas,1000,0.5,Razoável,1,Sim,Não,37.127352,-8.595973,1.0,0.5,500.0
254,6,1,Rectangular c/ rodas,1000,0.5,Razoável,1,Sim,Não,37.126931,-8.5963,1.0,0.5,500.0
255,6,2,Contentor semi-enterrado,1000,0.75,Razoável,2,Não,Não,37.126445,-8.595959,1.0,0.75,1500.0
256,6,3,Rectangular c/ rodas,1000,0.5,Razoável,3,Não,Não,37.123674,-8.596353,1.0,0.5,1500.0
257,6,2,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.1237,-8.595325,0.5,0.25,500.0
258,6,2,Rectangular c/ rodas,1000,0.5,Razoável,2,Não,Não,37.131267,-8.590676,1.0,0.5,1000.0
259,6,2,Contentor semi-enterrado,3000,0.75,Mau,2,Não,Não,37.132524,-8.59059,1.0,0.75,4500.0
260,6,2,Rectangular c/ rodas,1000,0.5,Bom,2,Não,Não,37.133417,-8.59128,1.0,0.5,1000.0
261,6,11,Rectangular c/ rodas,1000,1.0,Bom,11,Não,Não,37.135044,-8.590596,1.0,1.0,11000.0
262,6,1,Rectangular c/ rodas,1000,0.25,Bom,0,Não,Não,37.140279,-8.589251,0.0,0.0,0.0
263,6,1,Recipiente redondo,1000,0.25,Bom,0,Não,Não,37.143207,-8.586426,0.0,0.0,0.0
264,6,1,Rectangular c/ rodas,800,1.0,Bom,1,Não,Não,37.143691,-8.585768,1.0,1.0,800.0
265,6,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.145067,-8.584281,0.5,0.25,1500.0
266,6,1,Rectangular c/ rodas,800,0.75,Bom,1,Sim,Não,37.146836,-8.582351,1.0,0.75,600.0
267,6,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.147457,-8.579957,1.0,0.75,750.0
268,6,1,Rectangular c/ rodas,1000,0.25,Razoável,0,Não,Não,37.149353,-8.576761,0.0,0.0,0.0
269,6,1,Rectangular c/ rodas,1000,0.5,Razoável,1,Não,Sim,37.148989,-8.576053,1.0,0.5,500.0
270,6,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.152598,-8.575721,1.0,0.75,750.0
271,6,1,Rectangular c/ rodas,1000,0.25,Bom,1,Não,Não,37.158139,-8.571842,1.0,0.25,250.0
272,6,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.159523,-8.570891,1.0,0.5,500.0
273,6,1,Rectangular c/ rodas,1000,0.5,Razoável,1,Não,Não,37.159579,-8.570733,1.0,0.5,500.0
274,6,1,Rectangular c/ rodas,1000,0.25,Bom,0,Não,Não,37.161539,-8.572882,0.0,0.0,0.0
275,6,4,Rectangular c/ rodas,1000,1.0,Razoável,4,Não,Sim,37.161602,-8.585595,1.0,1.0,4000.0
276,6,8,Rectangular c/ rodas,800,0.5,Bom,8,Não,Sim,37.160995,-8.579407,1.0,0.5,3200.0
277,6,8,Rectangular c/ rodas,1000,0.5,Bom,8,Não,Sim,37.160995,-8.579407,1.0,0.5,4000.0
278,6,2,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Sim,37.160991,-8.578486,0.5,0.5,1000.0
279,8,3,Rectangular c/ rodas,1000,0.5,Razoável,3,Não,Não,37.157381,-8.552441,1.0,0.5,1500.0
280,8,2,Rectangular c/ rodas,800,0.5,Razoável,2,Não,Não,37.157379,-8.552663,1.0,0.5,800.0
281,8,1,Recipiente redondo,1000,0.5,Bom,1,Não,Não,37.156216,-8.551942,1.0,0.5,500.0
282,8,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.153477,-8.552665,1.0,0.5,500.0
283,5,1,Rectangular c/ rodas,1000,0.25,Bom,1,Não,Não,37.14349,-8.548502,1.0,0.25,250.0
284,8,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.154519,-8.552837,1.0,0.5,500.0
285,8,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.157177,-8.553354,1.0,0.75,750.0
286,5,3,Rectangular c/ rodas,1000,1.0,Bom,2,Não,Não,37.137716,-8.546378,0.6666666666666666,0.6666666666666666,2000.0
287,8,3,Rectangular c/ rodas,1000,0.75,Bom,3,Não,Não,37.153142,-8.551152,1.0,0.75,2250.0
288,5,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.134117,-8.545778,1.0,0.5,500.0
289,8,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.153947,-8.549964,1.0,0.75,750.0
290,5,2,Rectangular c/ rodas,1000,0.75,Bom,2,Não,Não,37.133389,-8.546437,1.0,0.75,1500.0
291,8,2,Rectangular c/ rodas,1000,0.75,Bom,2,Não,Sim,37.154634,-8.549517,1.0,0.75,1500.0
292,8,1,Rectangular c/ rodas,1000,0.25,Bom,0,Não,Não,37.155201,-8.549466,0.0,0.0,0.0
293,8,2,Rectangular c/ rodas,1000,0.25,Bom,2,Não,Não,37.155696,-8.549066,1.0,0.25,500.0
294,5,1,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.132558,-8.546132,1.0,0.75,2250.0
295,5,2,Rectangular c/ rodas,1000,1.0,Bom,2,Não,Não,37.132248,-8.545911,1.0,1.0,2000.0
296,8,3,Rectangular c/ rodas,1000,0.25,Bom,3,Sim,Não,37.152681,-8.5492,1.0,0.25,750.0
297,5,1,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Não,37.127547,-8.547646,1.0,1.0,1000.0
298,8,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.15198,-8.548515,1.0,0.5,1500.0
299,5,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.123943,-8.545427,1.0,0.75,4500.0
300,8,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.150663,-8.547082,1.0,0.5,500.0
301,5,3,Contentor semi-enterrado,3000,1.0,Bom,2,Não,Não,37.124727,-8.547382,0.6666666666666666,0.6666666666666666,6000.0
302,8,2,Contentor semi-enterrado,3000,0.5,Bom,2,Sim,Não,37.150513,-8.546119,1.0,0.5,3000.0
303,8,3,Contentor semi-enterrado,3000,0.25,Bom,3,Não,Não,37.151936,-8.545623,1.0,0.25,2250.0
304,5,3,Contentor semi-enterrado,3000,1.0,Bom,2,Não,Não,37.12557,-8.548101,0.6666666666666666,0.6666666666666666,6000.0
305,5,1,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Não,37.124998,-8.549595,1.0,1.0,1000.0
306,5,3,Contentor semi-enterrado,3000,1.0,Bom,3,Não,Não,37.124064,-8.54897,1.0,1.0,9000.0
307,8,2,Contentor semi-enterrado,3000,0.5,Bom,2,Sim,Não,37.150348,-8.544396,1.0,0.5,3000.0
308,5,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.121794,-8.549889,0.5,0.375,2250.0
309,8,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.148988,-8.544965,0.5,0.25,1500.0
310,5,2,Rectangular c/ rodas,800,0.5,Bom,2,Não,Não,37.121878,-8.560688,1.0,0.5,800.0
311,8,2,Contentor semi-enterrado,3000,0.25,Bom,2,Não,Não,37.148282,-8.544354,1.0,0.25,1500.0
312,5,3,Rectangular c/ rodas,1000,0.75,Bom,3,Não,Não,37.121983,-8.563972,1.0,0.75,2250.0
313,8,2,Rectangular c/ rodas,1000,0.25,Bom,2,Não,Não,37.148493,-8.545833,1.0,0.25,500.0
314,5,3,Rectangular c/ rodas,1000,0.5,Bom,3,Não,Não,37.121168,-8.561873,1.0,0.5,1500.0
315,8,2,Contentor semi-enterrado,3000,0.5,Razoável,1,Não,Não,37.148475,-8.547098,0.5,0.25,1500.0
316,8,1,Contentor semi-enterrado,3000,0.5,Razoável,1,Não,Não,37.149208,-8.5483,1.0,0.5,1500.0
317,5,8,Rectangular c/ rodas,1000,1.0,Bom,4,Não,Sim,37.121142,-8.560311,0.5,0.5,4000.0
318,5,5,Rectangular c/ rodas,800,0.5,Bom,1,Não,Não,37.120423,-8.553299,0.2,0.1,400.0
319,8,3,Contentor semi-enterrado,1000,0.5,Bom,2,Não,Não,37.150357,-8.549222,0.6666666666666666,0.3333333333333333,1000.0
320,5,1,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Não,37.121093,-8.556574,1.0,1.0,1000.0
321,5,2,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Não,37.120838,-8.556898,0.5,0.5,1000.0
322,5,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.120489,-8.558642,1.0,0.5,1500.0
323,8,1,Rectangular c/ rodas,1000,0.25,Bom,1,Não,Não,37.153238,-8.544605,1.0,0.25,250.0
324,8,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.151461,-8.541391,1.0,0.75,750.0
325,5,1,Rectangular c/ rodas,1000,0.25,Bom,1,Não,Não,37.119866,-8.55732,1.0,0.25,250.0
326,8,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.15034,-8.540322,0.5,0.375,2250.0
327,5,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.119609,-8.555881,1.0,0.5,500.0
328,5,2,Rectangular c/ rodas,1000,1.0,Bom,2,Não,Não,37.122784,-8.556905,1.0,1.0,2000.0
329,8,3,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.14787,-8.540894,0.6666666666666666,0.5,4500.0
330,5,3,Rectangular c/ rodas,1000,1.0,Bom,2,Não,Não,37.123798,-8.555336,0.6666666666666666,0.6666666666666666,2000.0
331,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.124351,-8.557377,0.5,0.5,3000.0
332,5,1,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.125768,-8.557854,1.0,0.75,2250.0
333,8,3,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.148111,-8.542388,0.6666666666666666,0.5,4500.0
334,5,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.126969,-8.554983,1.0,0.5,500.0
335,5,2,Contentor semi-enterrado,1000,1.0,Bom,1,Não,Não,37.127739,-8.553932,0.5,0.5,1000.0
336,5,2,Rectangular c/ rodas,1000,0.5,Bom,2,Não,Não,37.126388,-8.552597,1.0,0.5,1000.0
337,8,2,Contentor semi-enterrado,3000,0.75,Razoável,2,Sim,Não,37.148194,-8.540983,1.0,0.75,4500.0
338,5,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.128081,-8.552166,1.0,0.75,4500.0
339,8,2,Contentor semi-enterrado,3000,0.5,Razoável,2,Não,Não,37.149509,-8.540646,1.0,0.5,3000.0
340,5,1,Contentor semi-enterrado,3000,0.5,Bom,1,Sim,Não,37.131186,-8.551158,1.0,0.5,1500.0
341,8,3,Contentor semi-enterrado,1000,0.5,Razoável,2,Não,Não,37.150073,-8.541406,0.6666666666666666,0.3333333333333333,1000.0
342,5,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.130196,-8.549731,0.5,0.375,2250.0
343,8,1,Rectangular c/ rodas,1000,1.0,Razoável,1,Não,Não,37.15061,-8.542868,1.0,1.0,1000.0
344,8,3,Rectangular c/ rodas,1000,0.75,Razoável,2,Não,Não,37.151463,-8.544322,0.6666666666666666,0.5,1500.0
345,5,1,Rectangular c/ rodas,800,0.75,Bom,1,Não,Não,37.126869,-8.547045,1.0,0.75,600.0
346,5,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.129189,-8.548556,1.0,0.75,750.0
347,5,2,Rectangular c/ rodas,1000,0.5,Bom,2,Não,Não,37.12954,-8.548415,1.0,0.5,1000.0
348,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.130181,-8.547663,0.5,0.25,1500.0
349,8,23,Rectangular c/ rodas,1000,1.0,Razoável,22,Não,Não,37.154723,-8.538439,0.9565217391304348,0.9565217391304348,22000.0
350,8,4,Rectangular c/ rodas,800,1.0,Bom,3,Não,Não,37.154723,-8.538439,0.75,0.75,2400.0
351,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.130768,-8.546639,0.5,0.5,3000.0
352,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.131472,-8.546871,0.5,0.5,3000.0
353,5,1,Contentor semi-enterrado,1000,0.5,Bom,1,Não,Não,37.13247,-8.547341,1.0,0.5,500.0
354,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.132836,-8.547921,0.5,0.5,3000.0
355,5,1,Contentor semi-enterrado,3000,0.0,Bom,1,Não,Não,37.134617,-8.546549,1.0,0.0,0.0
356,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.134307,-8.547002,0.5,0.25,1500.0
357,5,1,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.133483,-8.548842,1.0,1.0,3000.0
358,5,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.13354,-8.549366,1.0,0.5,1500.0
359,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.1325,-8.549578,0.5,0.5,3000.0
360,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.13179,-8.550266,0.5,0.25,1500.0
361,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.133839,-8.552383,0.5,0.5,3000.0
362,5,1,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Não,37.134192,-8.550774,1.0,1.0,1000.0
363,5,3,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.13495,-8.549593,0.6666666666666666,0.5,4500.0
364,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.136279,-8.550126,0.5,0.25,1500.0
365,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.135661,-8.550499,0.5,0.5,3000.0
366,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.136084,-8.551254,0.5,0.25,1500.0
367,8,1,Rectangular c/ rodas,1000,0.5,Razoável,1,Não,Não,37.161582,-8.556243,1.0,0.5,500.0
368,8,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.161552,-8.572158,1.0,0.5,500.0
369,5,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.135279,-8.553084,1.0,0.5,1500.0
370,5,1,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.134987,-8.551333,0.0,0.0,0.0
371,8,1,Rectangular c/ rodas,1000,0.25,Bom,1,Não,Não,37.166494,-8.577673,1.0,0.25,250.0
372,5,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.134914,-8.54826,0.5,0.375,2250.0
373,8,1,Rectangular c/ rodas,1000,0.25,Razoável,0,Não,Não,37.16161,-8.592282,0.0,0.0,0.0
374,5,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.135083,-8.547014,0.5,0.375,2250.0
375,8,2,Rectangular c/ rodas,800,0.75,Bom,2,Não,Não,37.162492,-8.592916,1.0,0.75,1200.0
376,5,4,Rectangular c/ rodas,1000,1.0,Bom,4,Não,Não,37.136157,-8.547052,1.0,1.0,4000.0
377,8,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.161402,-8.593892,1.0,0.5,500.0
378,8,2,Rectangular c/ rodas,1000,0.5,Razoável,2,Não,Não,37.160348,-8.600012,1.0,0.5,1000.0
379,5,3,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.137958,-8.547504,0.3333333333333333,0.3333333333333333,3000.0
380,8,1,Rectangular c/ rodas,1000,1.0,Razoável,1,Não,Não,37.161923,-8.600401,1.0,1.0,1000.0
381,8,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.162965,-8.602814,1.0,0.75,750.0
382,8,2,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Não,37.164834,-8.605378,0.5,0.5,1000.0
383,5,2,Contentor semi-enterrado,3000,1.0,Bom,2,Não,Não,37.139709,-8.547574,1.0,1.0,6000.0
384,8,1,Rectangular c/ rodas,1000,0.0,Bom,1,Não,Não,37.165304,-8.606539,1.0,0.0,0.0
385,8,1,Rectangular c/ rodas,1000,0.25,Bom,1,Não,Não,37.165176,-8.603899,1.0,0.25,250.0
386,8,1,Rectangular c/ rodas,1000,0.25,Razoável,1,Não,Não,37.164348,-8.603636,1.0,0.25,250.0
387,5,3,Rectangular c/ rodas,1000,1.0,Bom,2,Não,Não,37.138839,-8.547913,0.6666666666666666,0.6666666666666666,2000.0
388,8,2,Rectangular c/ rodas,1000,1.0,Razoável,2,Não,Não,37.163621,-8.602901,1.0,1.0,2000.0
389,5,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.137464,-8.548452,1.0,0.75,4500.0
390,8,2,Rectangular c/ rodas,1000,0.5,Razoável,2,Não,Não,37.16415,-8.602039,1.0,0.5,1000.0
391,8,3,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.165569,-8.602014,0.3333333333333333,0.25,750.0
392,8,3,Rectangular c/ rodas,1000,0.5,Bom,2,Não,Não,37.164495,-8.602911,0.6666666666666666,0.3333333333333333,1000.0
393,5,3,Contentor semi-enterrado,3000,1.0,Bom,2,Não,Não,37.13685,-8.547896,0.6666666666666666,0.6666666666666666,6000.0
394,8,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.164038,-8.601533,0.5,0.375,2250.0
395,5,2,Rectangular c/ rodas,1000,1.0,Bom,2,Não,Não,37.137261,-8.551442,1.0,1.0,2000.0
396,8,2,Rectangular c/ rodas,1000,1.0,Bom,2,Não,Não,37.166,-8.601162,1.0,1.0,2000.0
397,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.13662,-8.553593,0.5,0.25,1500.0
398,8,3,Rectangular c/ rodas,1000,1.0,Bom,3,Não,Não,37.163041,-8.600343,1.0,1.0,3000.0
399,5,1,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.135494,-8.558887,1.0,1.0,3000.0
400,5,2,Rectangular c/ rodas,1000,0.5,Bom,2,Não,Não,37.13545,-8.559038,1.0,0.5,1000.0
401,8,3,Rectangular c/ rodas,800,0.75,Razoável,3,Não,Não,37.162131,-8.602087,1.0,0.75,1800.0
402,8,2,Rectangular c/ rodas,1000,0.5,Bom,2,Não,Não,37.160263,-8.601925,1.0,0.5,1000.0
403,8,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.157456,-8.606135,1.0,0.5,500.0
404,8,2,Rectangular c/ rodas,1000,0.5,Bom,2,Não,Não,37.153774,-8.613453,1.0,0.5,1000.0
405,8,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.154345,-8.60977,1.0,0.75,750.0
406,8,2,Rectangular c/ rodas,1000,0.5,Razoável,2,Não,Não,37.15725,-8.625508,1.0,0.5,1000.0
407,8,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.156576,-8.6267,1.0,0.75,750.0
408,8,2,Contentor semi-enterrado,3000,0.5,Razoável,2,Não,Não,37.153532,-8.623061,1.0,0.5,3000.0
409,8,1,Rectangular c/ rodas,1000,0.25,Razoável,1,Não,Não,37.157281,-8.629651,1.0,0.25,250.0
410,8,2,Rectangular c/ rodas,1000,0.75,Razoável,2,Não,Não,37.158663,-8.631673,1.0,0.75,1500.0
411,8,1,Rectangular c/ rodas,1000,0.5,Razoável,1,Não,Não,37.162608,-8.631369,1.0,0.5,500.0
412,8,1,Rectangular c/ rodas,1000,1.0,Razoável,1,Não,Não,37.1635,-8.633147,1.0,1.0,1000.0
413,5,1,Contentor semi-enterrado,3000,0.0,Bom,1,Não,Não,37.132808,-8.552119,1.0,0.0,0.0
414,5,2,Rectangular c/ rodas,1000,1.0,Bom,2,Não,Não,37.131114,-8.551737,1.0,1.0,2000.0
415,8,4,Rectangular c/ rodas,1000,1.0,Bom,4,Sim,Sim,37.16024,-8.632388,1.0,1.0,4000.0
416,5,2,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.129623,-8.55089,0.5,0.25,500.0
417,5,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.130007,-8.554368,1.0,0.5,500.0
418,8,1,Rectangular c/ rodas,1000,0.25,Razoável,0,Não,Não,37.152898,-8.622696,0.0,0.0,0.0
419,5,2,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.128955,-8.556137,0.5,0.25,500.0
420,8,1,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Não,37.152574,-8.619007,1.0,1.0,1000.0
421,8,1,Rectangular c/ rodas,1000,0.75,Razoável,1,Não,Não,37.152858,-8.616512,1.0,0.75,750.0
422,5,2,Rectangular c/ rodas,1000,0.5,Bom,2,Não,Não,37.127712,-8.560425,1.0,0.5,1000.0
423,8,1,Rectangular c/ rodas,1000,0.25,Razoável,1,Não,Não,37.154281,-8.613867,1.0,0.25,250.0
424,8,2,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.156528,-8.614402,0.5,0.25,500.0
425,5,3,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.123767,-8.558839,0.0,0.0,0.0
426,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.123885,-8.561973,0.0,0.0,0.0
427,8,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.157874,-8.613775,0.5,0.25,1500.0
428,5,1,Rectangular c/ rodas,1000,0.75,Bom,1,Não,Não,37.123571,-8.563277,1.0,0.75,750.0
429,5,3,Contentor semi-enterrado,3000,0.0,Bom,2,Não,Não,37.124765,-8.563982,0.6666666666666666,0.0,0.0
430,8,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.160697,-8.613223,1.0,0.75,4500.0
431,8,1,Rectangular c/ rodas,1000,0.5,Razoável,1,Não,Não,37.162831,-8.611981,1.0,0.5,500.0
432,8,1,Rectangular c/ rodas,1000,1.0,Bom,1,Não,Não,37.164335,-8.610283,1.0,1.0,1000.0
433,5,12,Rectangular c/ rodas,800,1.0,Bom,6,Não,Não,37.126378,-8.564024,0.5,0.5,4800.0
434,5,4,Contentor semi-enterrado,3000,0.0,Bom,2,Não,Não,37.125479,-8.565903,0.5,0.0,0.0
435,8,2,Rectangular c/ rodas,1000,1.0,Razoável,2,Não,Não,37.178661,-8.611855,1.0,1.0,2000.0
436,5,2,Rectangular c/ rodas,1000,0.0,Bom,0,Não,Não,37.130377,-8.564781,0.0,0.0,0.0
437,8,1,Rectangular c/ rodas,1000,0.5,Bom,1,Não,Não,37.173665,-8.612483,1.0,0.5,500.0
438,5,4,Rectangular c/ rodas,800,0.5,Bom,2,Não,Não,37.130123,-8.565715,0.5,0.25,800.0
439,5,2,Contentor semi-enterrado,3000,0.0,Razoável,0,Não,Não,37.138772,-8.566254,0.0,0.0,0.0
440,8,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.163867,-8.611315,1.0,0.5,1500.0
441,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.13891,-8.567646,0.0,0.0,0.0
442,8,1,Rectangular c/ rodas,1000,1.0,Mau,1,Não,Não,37.163814,-8.614879,1.0,1.0,1000.0
443,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.139789,-8.566721,0.0,0.0,0.0
444,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.138847,-8.564737,0.0,0.0,0.0
445,8,1,Rectangular c/ rodas,1000,0.5,Razoável,1,Não,Não,37.167501,-8.61879,1.0,0.5,500.0
446,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.137713,-8.563675,0.0,0.0,0.0
447,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.138302,-8.56263,0.0,0.0,0.0
448,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.139256,-8.563309,0.0,0.0,0.0
449,8,4,Rectangular c/ rodas,1000,0.75,Bom,4,Não,Não,37.174988,-8.626994,1.0,0.75,3000.0
450,5,2,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.139141,-8.57122,0.0,0.0,0.0
